District	Municipality	Ward	Partner Organization	Implementing Partner	Funding Organisation	Sector	Activity Type	Name of the Infrastructure	Activity Detail	Curriculum (for Trainings)	Activity Status	Unit (Indicator)	Planned#	Reached#	GaNaPa_Code	GaPaN_Ward_Code
Bhaktapur	Changunarayan	5	DCA	FSCN	DCA	Employment and Livelihood	Capacity building - Skill development trainings		Sectoral Agriculture and Livestock Training			individuals	20		26002	26002-5
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Disaster Risk Management	Capacity building - Local institutions for DRM		Networking with stakeholders			institutions	20		26002	26002-8
Bhaktapur	Changunarayan	7	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (7 days DUDBC, rural or urban)"	"Tathali, Bageshwori"		Completed	individuals	18	18	26002	26002-7
Bhaktapur	Changunarayan	9	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Door-to-door technical assistance	Continuous	Mobilise a team of 5 for 5 days		Completed	households	15	9	26002	26002-9
Bhaktapur	Changunarayan	9	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Door-to-door technical assistance	Continuous	Mobilise a team of 5 for 5 days		Completed	households	15	16	26002	26002-9
Bhaktapur	Changunarayan	8	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Door-to-door technical assistance	Continuous	Mobilise a team of 5 for 5 days		Completed	households	15	16	26002	26002-8
Bhaktapur	Changunarayan	8	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Door-to-door technical assistance	Continuous	Mobilise a team of 5 for 5 days		Completed	households	15	14	26002	26002-8
Bhaktapur	Changunarayan	8	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Door-to-door technical assistance	Continuous	Mobilise a team of 5 for 5 days		Completed	households	15	16	26002	26002-8
Bhaktapur	Changunarayan	7	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Door-to-door technical assistance	Continuous	Mobilise a team of 5 for 5 days		Completed	households	15	21	26002	26002-7
Bhaktapur	Changunarayan	7	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Door-to-door technical assistance	Continuous	Mobilise a team of 5 for 5 days		Completed	households	15	10	26002	26002-7
Bhaktapur	Changunarayan	6	OXFAM-GB	ENPHO	OXFAM-GB	Rural Housing and Community Infrastructure	Support - Door-to-door technical assistance	Continuous	Mobilise a team of 5 for 5 days		Completed	households	15	20	26002	26002-6
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Disaster Risk Management	Capacity building - Strengthen preparedness/information coordination		"Training on HVCA and School based DRRplan to SMC, teachers and chil club members"			individuals	15		26002	26002-8
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Disaster Risk Management	Capacity building - Emergency Operation Centers		Training on first aid - 3days	Other (specify in Comments)		institutions	8		26002	26002-8
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Disaster Risk Management	"Awareness - Earthquake Risk Reduction, recovery preparedness"		Formation of task force(first aid)			individuals	6		26002	26002-8
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Disaster Risk Management	Capacity building - Strengthen preparedness/information coordination		Training to community on HVCA- master ToT	Other (specify in Comments)		individuals	6		26002	26002-8
Bhaktapur	Changunarayan	9	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation "			classrooms	3		26002	26002-9
Bhaktapur	Changunarayan	9	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation "			classrooms	3		26002	26002-9
Bhaktapur	Changunarayan	9	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	2	26002	26002-9
Bhaktapur	Changunarayan	9	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	3	26002	26002-9
Bhaktapur	Changunarayan	9	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	3	26002	26002-9
Bhaktapur	Changunarayan	8	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	2	26002	26002-8
Bhaktapur	Changunarayan	8	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	3	26002	26002-8
Bhaktapur	Changunarayan	8	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	2	26002	26002-8
Bhaktapur	Changunarayan	8	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	3	26002	26002-8
Bhaktapur	Changunarayan	7	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	2	26002	26002-7
Bhaktapur	Changunarayan	7	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	2	26002	26002-7
Bhaktapur	Changunarayan	7	OXFAM-GB	OXFAM-GB		Rural Housing and Community Infrastructure	Capacity building - Short training for mason	"Masons (other curriculums, specify in Activity Detail)"	CTEVT		Completed	individuals	2	2	26002	26002-7
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Capacity building - WASH related trainings		Pre and Post construction orientation to WSUC			individuals	2		26002	26002-8
Bhaktapur	Changunarayan	5	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Capacity building - WASH related trainings		Pre and Post construction orientation to WSUC			individuals	2		26002	26002-5
Bhaktapur	Changunarayan	4	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Capacity building - WASH related trainings		Pre and Post construction orientation to WSUC			individuals	2		26002	26002-4
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Assessment - Water supply sources	Water Supply Scheme	Water Quality Test			sites	2		26002	26002-8
Bhaktapur	Changunarayan	5	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Assessment - Water supply sources	Water Supply Scheme	Water Quality Test			sites	2		26002	26002-5
Bhaktapur	Changunarayan	4	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Assessment - Water supply sources	Water Supply Scheme	Water Quality Test			sites	2		26002	26002-4
Bhaktapur	Changunarayan	8	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation "			classrooms	2		26002	26002-8
Bhaktapur	Changunarayan	7	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation "			classrooms	2		26002	26002-7
Bhaktapur	Changunarayan	9	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation "			classrooms	2		26002	26002-9
Bhaktapur	Changunarayan	8	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation "			classrooms	2		26002	26002-8
Bhaktapur	Changunarayan	7	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation "			classrooms	2		26002	26002-7
Bhaktapur	Changunarayan	9	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation "			classrooms	2		26002	26002-9
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Rural Housing and Community Infrastructure	Construction - Demonstration Construction	Model House	Model House			constructions	1		26002	26002-8
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Reconstruction - Toilet	Mahendra Gram School	School toilet construction			households	1		26002	26002-8
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		Materials Transportation			households	1		26002	26002-8
Bhaktapur	Changunarayan	5	DCA	FSCN	DCA	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		Materials Transportation			households	1		26002	26002-5
Bhaktapur	Changunarayan	5	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Reconstruction - Toilet		School toilet construction			households	1		26002	26002-5
Bhaktapur	Changunarayan	5	DCA	FSCN	DCA	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		Materials Transportation			households	1		26002	26002-5
Bhaktapur	Changunarayan	4	DCA	FSCN	DCA	"Water, Sanitation and Hygiene"	Reconstruction - Toilet	School toilet	School toilet construction			households	1		26002	26002-4
Bhaktapur	Changunarayan	4	DCA	FSCN	DCA	Rural Housing and Community Infrastructure	Support - Transportation top-up for remote areas		Materials Transportation			households	1		26002	26002-4
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Education	Support - Material support to Schools	Balmikeshwor School	Stationary and tools support to government schools			units	1		26002	26002-8
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Education	Support - Material support to Schools	Balmikeshwor School	Recreational activities in schools			units	1		26002	26002-8
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Education	Support - Material support to Schools	Balmikeshwor School	Child club formation support and mobilisation			units	1		26002	26002-8
Bhaktapur	Changunarayan	8	DCA	FSCN	DCA	Disaster Risk Management	Support - Integration of LDRMP and CDRMP into local development plans		Review of existing LDRMP			wards	1		26002	26002-8
Bhaktapur	Changunarayan	8	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation "			classrooms	1		26002	26002-8
Bhaktapur	Changunarayan	7	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation "			classrooms	1		26002	26002-7
Bhaktapur	Changunarayan	8	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation "			classrooms	1		26002	26002-8
Bhaktapur	Changunarayan	7	SCI	CDS	SCI	Education	Reconstruction - Classrooms		"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation "			classrooms	1		26002	26002-7
Bhaktapur	Changunarayan	4	GON	NRA	GON	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		7 days mason training	DUDBC	Completed	individuals	33	33	26002	26002-4
Bhaktapur	Changunarayan	4	GON	NRA	GON	Rural Housing and Community Infrastructure	Capacity building - Short training for mason		7 days mason training	DUDBC	Completed	individuals	25	25	26002	26002-4
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production		Support for seeds and tools 		Completed	households	271	271	26002	26002-6
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Enhancement of Crop production		Support for seeds and tools 		Completed	households	337	337	26002	26002-6
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	201	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	150	26002	26002-9
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Ongoing	households	200	150	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	150	26002	26002-9
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	180	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	180	26002	26002-9
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	150	26002	26002-5
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	300	26002	26002-8
Bhaktapur	Changunarayan	3	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	295	26002	26002-3
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	200	26002	26002-8
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	150	26002	26002-4
Bhaktapur	Changunarayan	7	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	242	26002	26002-7
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	214	26002	26002-4
Bhaktapur	Changunarayan	7	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	150	150	26002	26002-7
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	207	26002	26002-4
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	150	26002	26002-6
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	200	26002	26002-6
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	200	26002	26002-6
Bhaktapur	Changunarayan	2	NRCS	NRCS	BRC	"Agriculture, Livestock Development and Irrigation"	Support - Targeted vulnerable groups		Support for livelihood activity		Completed	households	200	326	26002	26002-2
Bhaktapur	Changunarayan	3	NRCS	NRCS	BRC	Education	Reconstruction - WASH facilities in schools		CGD friendly school latrine construction		Planned	constructions	1		26002	26002-3
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	Education	Reconstruction - WASH facilities in schools	Shree mahendra gram secondary school	CGD friendly school latrine construction		Ongoing	constructions	1		26002	26002-8
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	Education	Reconstruction - WASH facilities in schools		CGD friendly school latrine construction		Planned	constructions	1		26002	26002-4
Bhaktapur	Changunarayan	7	NRCS	NRCS	BRC	Education	Reconstruction - WASH facilities in schools	Shree balmiki basic school	CGD friendly school latrine construction		Ongoing	constructions	1		26002	26002-7
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	Education	Reconstruction - WASH facilities in schools		CGD friendly school latrine construction		Planned	constructions	1		26002	26002-6
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Entrepreneurship trainings orientations		Enterprise development training for cooperatives		Completed	individuals	38	40	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Entrepreneurship trainings orientations		Finance development training for cooperatives		Completed	individuals	22	21	26002	26002-9
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	239	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	175	26002	26002-9
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		vocational training to youth		Completed	individuals	36	36	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		vocational training to youth		Completed	individuals	40	40	26002	26002-9
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	223	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	150	26002	26002-9
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	323	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	150	26002	26002-9
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	266	26002	26002-5
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	224	26002	26002-8
Bhaktapur	Changunarayan	3	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	289	26002	26002-3
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	200	26002	26002-8
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	364	26002	26002-4
Bhaktapur	Changunarayan	7	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	268	26002	26002-7
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	366	26002	26002-4
Bhaktapur	Changunarayan	7	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	200	26002	26002-7
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	367	26002	26002-4
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	500	26002	26002-6
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	502	26002	26002-6
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	500	26002	26002-6
Bhaktapur	Changunarayan	2	NRCS	NRCS	BRC	Employment and Livelihood	Capacity building - Skill development trainings		"Technical support and training on Agriculture , livestock and small business "		Completed	individuals	200	253	26002	26002-2
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	Employment and Livelihood	Support - Temporary employment services in each district		Debris clerance by CFW		Completed	individuals	130	120	26002	26002-5
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	Employment and Livelihood	Support - Temporary employment services in each district		Debris clerance by CFW		Completed	individuals	230	264	26002	26002-9
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	Health	"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services"		Health awareness session		Completed	individuals	8000	6486	26002	26002-9
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	Health	"Capacity building - MCM, Triage, Referral System, MISP, ASRH in emergencies, First Aid services"				Completed	individuals	16	41	26002	26002-9
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	Health	Reconstruction/rehabilitation - Permanent Structures	DPHO	Health post construction 		Planned	health facilities	1		26002	26002-8
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	Health	Support - Distribution of basic first aid Kits		Distribution of First Aid Kits		Completed	Kits	16	31	26002	26002-4
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	Health	Support - Mental Health/Psychosocial Counseling		PSS rollout by trained volunteers		Completed	individuals	700	700	26002	26002-5
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	Health	Support - Mental Health/Psychosocial Counseling		"PSS workshop, this workshop will be done for 4 event to complete own workshop"		Completed	individuals	30	34	26002	26002-8
Bhaktapur	Changunarayan	7	NRCS	NRCS	BRC	Health	Support - Mental Health/Psychosocial Counseling		PSS rollout by trained volunteers		Completed	individuals	600	504	26002	26002-7
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Capacity building - WASH related trainings		"Pre-construction,post-construction management training/ orientation/ water quality test training etc"		Ongoing	individuals	165	16	26002	26002-5
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Capacity building - WASH related trainings		"Pre-construction,post-construction management training/ orientation/ water quality test training etc"		Ongoing	individuals	90	21	26002	26002-8
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Gitamata DWSS		Completed	facilities	1	1	26002	26002-5
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Jalpa devi DWSS/Bhadrakali DWSS		Completed	facilities	1	1	26002	26002-5
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Dobhan DWSS		Completed	facilities	1	1	26002	26002-5
Bhaktapur	Changunarayan	5	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Mahanta Tole DWSS		Completed	facilities	1	1	26002	26002-5
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Dulal Gaon DWSS		Completed	facilities	1	1	26002	26002-8
Bhaktapur	Changunarayan	3	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Chhetrapal DWSS		Ongoing	facilities	1		26002	26002-3
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Bagheni DWSS		Completed	facilities	1	1	26002	26002-8
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Thumko DWSS		Completed	facilities	1	1	26002	26002-8
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Titravir DWSS		Ongoing	facilities	1		26002	26002-8
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Mijar Basti DWSS		Planned	facilities	1		26002	26002-4
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Pokhrel Gaon DWSS		Completed	facilities	1	1	26002	26002-4
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Mayel Bot DWSS		Completed	facilities	1	1	26002	26002-4
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Phuyal gaon DWSS		Completed	facilities	1	1	26002	26002-4
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Chapakhal DWSS		Completed	facilities	1	1	26002	26002-4
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Kalidevi DWSS		Ongoing	facilities	1		26002	26002-4
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Ghising Dhara DWSS		Completed	facilities	1	1	26002	26002-6
Bhaktapur	Changunarayan	6	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Construction - WASH facilities in public places	DWSS	Kharipati DWSS		Completed	facilities	1	1	26002	26002-6
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Promotion - Hygiene and Sanitation Promotion	Community Sanitation Campaign ( CLTS )	Community Sanitation Campaign		Completed	households	500	625	26002	26002-9
Bhaktapur	Changunarayan	9	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Promotion - Hygiene and Sanitation Promotion	Sanitation in Schools education ( SLTS )	aware/orient school children and people around about the importance of hygiene and sanitation to live a healthy life.		Completed	households	200	526	26002	26002-9
Bhaktapur	Changunarayan	8	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Promotion - Hygiene and Sanitation Promotion	Sanitation in Schools education ( SLTS )	School Sanitation Campaign		Completed	households	1250	1200	26002	26002-8
Bhaktapur	Changunarayan	3	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Promotion - Hygiene and Sanitation Promotion	Sanitation in Schools education ( SLTS )	School Sanitation Campaign		Completed	households	1150	1100	26002	26002-3
Bhaktapur	Changunarayan	4	NRCS	NRCS	BRC	"Water, Sanitation and Hygiene"	Promotion - Hygiene and Sanitation Promotion	Community Sanitation Campaign ( CLTS )	Community Sanitation Campaign		Completed	households	650	826	26002	26002-4
