District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code,District_code
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,5,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-5,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,"Agriculture, Livestock Development and Irrigation",Support - Market Development/market linkages,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Disaster Risk Management,Support - Set up Disaster Management Committees and VFPs,,wards,1,,24002,24002-6,24
kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Assessment - Study on skills in demand and gaps focusing on recovery,,wards,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Capacity building - Skill development trainings,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Employment and Livelihood,Support - Employment information services,,individuals,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,6,CECI,GAC/CECI-CANADA,Governance,Support - Information Management support at the national/sub-national level,,mechanisms,1,,24002,24002-6,24
Kavrepalanchok,Bethanchowk,1,WeWorld,We World Onus,Education,Reconstruction - Classrooms,,classrooms,1,,24002,24002-1,24
Kavrepalanchok,Bethanchowk,1,WeWorld,We World Onus,Education,Reconstruction - Classrooms,,classrooms,1,,24002,24002-1,24
Kavrepalanchok,Bethanchowk,1,WeWorld,We World Onus,Education,Reconstruction - Classrooms,,classrooms,1,,24002,24002-1,24
Kavrepalanchok,Khanikhola,7,WeWorld,We World Onus,Education,Reconstruction - Classrooms,,classrooms,1,,24006,24006-7,24
Kavrepalanchok,Bethanchowk,1,WeWorld,We World Onus,Education,Retrofitting/Maintenance - Other education infrastructure,,constructions,1,,24002,24002-1,24
Kavrepalanchok,Bethanchowk,1,WeWorld,We World Onus,Education,Retrofitting/Maintenance - Other education infrastructure,,constructions,1,,24002,24002-1,24
Kavrepalanchok,Khanikhola,7,WeWorld,We World Onus,Education,Retrofitting/Maintenance - Other education infrastructure,,constructions,1,,24006,24006-7,24
Kavrepalanchok,Khanikhola,7,WeWorld,We World Onus,Education,Retrofitting/Maintenance - Other education infrastructure,,constructions,1,,24006,24006-7,24
Kavrepalanchok,Khanikhola,7,WeWorld,We World Onus,Education,Retrofitting/Maintenance - Other education infrastructure,,constructions,1,,24006,24006-7,24
Kavrepalanchok,Banepa,8,CDRA,ROTARY,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24001,24001-8,24
Kavrepalanchok,Banepa,7,CDRA,ROTARY,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24001,24001-7,24
Kavrepalanchok,Banepa,7,CDRA,ROTARY,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24001,24001-7,24
Kavrepalanchok,Bethanchowk,1,ARSOW-N,MC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24002,24002-1,24
Kavrepalanchok,Bethanchowk,1,ARSOW-N,MC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24002,24002-1,24
Kavrepalanchok,Panauti,3,CDRA,ROTARY,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24010,24010-3,24
Kavrepalanchok,Bethanchowk,6,ARSOW-N,MC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24002,24002-6,24
Kavrepalanchok,Khanikhola,7,GON - DUDBC,World Bank,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24006,24006-7,24
Kavrepalanchok,Banepa,5,CDRA,GCF Global-USA,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24001,24001-5,24
Kavrepalanchok,Banepa,5,CDRA,ROTARY,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,24001,24001-5,24
