District,Municipality,Ward,Partner Organization,Implementing Partner,Funding Organisation,Sector,Activity Type,Name of the Infrastructure,Activity Detail,Curriculum (for Trainings),Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,GaPaN_Ward_Code
Bhaktapur,Changunarayan Nagarpalika,7,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (7 days DUDBC, rural or urban)","Tathali, Bageshwori",,Completed,individuals,18,18,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,9,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,Mobilise a team of 5 for 5 days,,Completed,households,15,9,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,9,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,Mobilise a team of 5 for 5 days,,Completed,households,15,16,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,8,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,Mobilise a team of 5 for 5 days,,Completed,households,15,16,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,8,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,Mobilise a team of 5 for 5 days,,Completed,households,15,14,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,8,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,Mobilise a team of 5 for 5 days,,Completed,households,15,16,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,7,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,Mobilise a team of 5 for 5 days,,Completed,households,15,21,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,7,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,Mobilise a team of 5 for 5 days,,Completed,households,15,10,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,6,OXFAM-GB,ENPHO,OXFAM-GB,Rural Housing and Community Infrastructure,Support - Door-to-door technical assistance,Continuous,Mobilise a team of 5 for 5 days,,Completed,households,15,20,26002,26002-6
Bhaktapur,Changunarayan Nagarpalika,9,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,2,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,9,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,3,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,9,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,3,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,8,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,2,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,8,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,3,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,8,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,2,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,8,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,3,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,7,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,2,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,7,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,2,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,7,OXFAM-GB,OXFAM-GB,,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,"Masons (other curriculums, specify in Activity Detail)",CTEVT,,Completed,individuals,2,2,26002,26002-7
Bhaktapur,Bhaktapur Nagarpalika,5,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Completed,classrooms,2,2,26001,26001-5
Bhaktapur,Bhaktapur Nagarpalika,9,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Completed,classrooms,2,2,26001,26001-9
Bhaktapur,Bhaktapur Nagarpalika,2,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Ongoing,classrooms,2,2,26001,26001-2
Bhaktapur,Bhaktapur Nagarpalika,5,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Completed,classrooms,2,2,26001,26001-5
Bhaktapur,Bhaktapur Nagarpalika,9,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Completed,classrooms,2,2,26001,26001-9
Bhaktapur,Bhaktapur Nagarpalika,2,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Completed,classrooms,2,2,26001,26001-2
Bhaktapur,Changunarayan Nagarpalika,9,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Ongoing,classrooms,3,3,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,9,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Ongoing,classrooms,3,3,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,8,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Ongoing,classrooms,2,2,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,7,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Ongoing,classrooms,2,2,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,9,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Ongoing,classrooms,2,2,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,8,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Ongoing,classrooms,2,2,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,7,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Ongoing,classrooms,2,2,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,9,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Ongoing,classrooms,2,2,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,8,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Ongoing,classrooms,1,1,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,7,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, psychosocial training, material support and winterisation ",,Ongoing,classrooms,1,1,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,8,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Ongoing,classrooms,1,1,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,7,SCI,CDS,SCI,Education,Reconstruction - Classrooms,,"Emergency reconstruction response to earthquake, reconstruction of classrooms (TLCs), psychosocial training, material support and winterisation ",,Ongoing,classrooms,1,1,26002,26002-7
Bhaktapur,Bhaktapur Nagarpalika,1,NRCS,NRCS,BRC,Health,Reconstruction/rehabilitation - Permanent Structures,,blood bank retrofitting and Temporary relocation of Blood bank Bhaktapur ( district level and BRC level coordinationa and agreement was made and will satretd from oct 2017),,Completed,health facilities,1,,26001,26001-1
Bhaktapur,Bhaktapur Nagarpalika,1,NRCS,NRCS,BRC,Health,Support - Provision of Non Medical Supplies,,Distribution of winter baby kit,,Completed,units,4200,4200,26001,26001-1
Bhaktapur,Bhaktapur Nagarpalika,2,NRCS,NRCS,BRC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,,7 days mason training,DUDBC,Completed,individuals,340,327,26001,26001-2
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,200,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,200,26002,26002-4
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,200,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,214,26002,26002-4
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,150,200,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,200,26002,26002-4
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,200,26002,26002-6
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,200,26002,26002-6
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,200,26002,26002-6
Bhaktapur,Changunarayan Nagarpalika,2,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,,Conditional cash grant support to vulnerable households,,Completed,households,200,200,26002,26002-2
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,NRCS,BRC,"Agriculture, Livestock Development and Irrigation",Reconstruction - Other public infrastructure,,Foot trail constructed,,Completed,constructions,9,8,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,3,NRCS,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,,CGD friendly school latrine construction,,Completed,constructions,1,1,26002,26002-3
Bhaktapur,Changunarayan Nagarpalika,8,NRCS,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,,CGD friendly school latrine construction,,Completed,constructions,1,1,26002,26002-8
Bhaktapur,Changunarayan Nagarpalika,4,NRCS,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,,CGD friendly school latrine construction,,Completed,constructions,1,1,26002,26002-4
Bhaktapur,Changunarayan Nagarpalika,7,NRCS,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,,CGD friendly school latrine construction,,Completed,constructions,1,1,26002,26002-7
Bhaktapur,Changunarayan Nagarpalika,6,NRCS,NRCS,BRC,Education,Reconstruction - WASH facilities in schools,,CGD friendly school latrine construction,,Completed,constructions,1,1,26002,26002-6
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Entrepreneurship trainings orientations,,vocational training to youth,,Completed,individuals,40,38,26002,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Entrepreneurship trainings orientations,,vocational training to youth,,Completed,individuals,120,100,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,"Technical support and training on Agriculture , livestock and small business ",,Completed,individuals,200,282,26002,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,"Technical support and training on Agriculture , livestock and small business ",,Completed,individuals,200,190,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,People trained on business and enterprises,,Completed,individuals,20,21,26002,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,People trained on business and enterprises,,Completed,individuals,20,20,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,"Technical support and training on Agriculture , livestock and small business ",,Completed,individuals,200,180,26002,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,"Technical support and training on Agriculture , livestock and small business ",,Completed,individuals,200,200,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,"Technical support and training on Agriculture , livestock and small business ",,Completed,individuals,200,190,26002,26002-5
Bhaktapur,Changunarayan Nagarpalika,9,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,"Technical support and training on Agriculture , livestock and small business ",,Completed,individuals,200,190,26002,26002-9
Bhaktapur,Changunarayan Nagarpalika,5,NRCS,NRCS,BRC,Employment and Livelihood,Capacity building - Skill development trainings,,"Technical support and training on Agriculture , livestock and small business ",,Completed,individuals,200,170,26002,26002-5
