District,Municipality,Ward,Partner Organization,Funding Organisation,Sector,Activity Type,Activity Status,Unit (Indicator),Planned#,Reached#,GaNaPa_Code,District_code,GaPaN_Ward_Code
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-9
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,9,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-9
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,2,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,2,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,0,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,20,20,20005,25,20005-2
Sindhuli,Kamalamai Nagarpalika,11,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,12,12,20005,25,20005-11
Sindhuli,Kamalamai Nagarpalika,11,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,33,33,20005,25,20005-11
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,24,24,20005,25,20005-10
Sindhuli,Kamalamai Nagarpalika,10,SwissC,SwissC,Rural Housing and Community Infrastructure,Capacity building - Short training for mason,Completed,individuals,1,1,20005,25,20005-10
Sindhuli,Golanjor Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-7
Sindhuli,Golanjor Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-7
Sindhuli,Golanjor Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-7
Sindhuli,Golanjor Gaunpalika,7,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-7
Sindhuli,Golanjor Gaunpalika,6,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-6
Sindhuli,Golanjor Gaunpalika,5,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-5
Sindhuli,Golanjor Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-4
Sindhuli,Golanjor Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-4
Sindhuli,Golanjor Gaunpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-4
Sindhuli,Golanjor Gaunpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-2
Sindhuli,Golanjor Gaunpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-2
Sindhuli,Golanjor Gaunpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20003,25,20003-2
Sindhuli,Kamalamai Nagarpalika,1,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-1
Sindhuli,Kamalamai Nagarpalika,1,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-1
Sindhuli,Kamalamai Nagarpalika,1,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-1
Sindhuli,Kamalamai Nagarpalika,1,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-1
Sindhuli,Kamalamai Nagarpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-2
Sindhuli,Kamalamai Nagarpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-2
Sindhuli,Kamalamai Nagarpalika,2,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-2
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-4
Sindhuli,Kamalamai Nagarpalika,4,SwissC,SwissC,Rural Housing and Community Infrastructure,Construction - Demonstration Construction,Completed,constructions,1,1,20005,25,20005-4
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Reconstruction/rehabilitation - Small scale irrigation scheme,Completed,irrigation schemes,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Reconstruction/rehabilitation - Small scale irrigation scheme,Completed,irrigation schemes,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Reconstruction/rehabilitation - Small scale irrigation scheme,Ongoing,irrigation schemes,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Reconstruction/rehabilitation - Small scale irrigation scheme,Ongoing,irrigation schemes,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,35,31,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,45,34,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,66,58,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,98,55,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,98,69,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,66,39,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,49,35,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,56,46,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Improved livestock management,Ongoing,households,98,63,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,25,19,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Planned,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,25,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,25,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,25,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,25,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,25,14,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,10,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,5,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,"Agriculture, Livestock Development and Irrigation",Support - Targeted vulnerable groups,Ongoing,households,20,6,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,Education,Reconstruction - WASH facilities in schools,Ongoing,constructions,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,Education,Reconstruction - WASH facilities in schools,Completed,constructions,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,Education,Reconstruction - WASH facilities in schools,Ongoing,constructions,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,Education,Reconstruction - WASH facilities in schools,Ongoing,constructions,1,1,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,Employment and Livelihood,Capacity building - Skill development trainings,Ongoing,individuals,65,65,20008,25,20008-6
Sindhuli,Sunkoshi Gaunpalika,6,NRCS,IFRC,Employment and Livelihood,Capacity building - Skill development trainings,Ongoing,individuals,60,60,20008,25,20008-6
